"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._current_page_name","participant.time_started","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.role","player.payoff","player.settled_assets","player.available_assets","player.settled_cash","player.available_cash","group.id_in_subsession","group.ran_ready_function","subsession.round_number","subsession.period_length","subsession.num_assets","subsession.num_states","subsession.asset_endowments","subsession.cash_endowment","subsession.practice","subsession.x","subsession.G","subsession.L","subsession.p1","subsession.p2","subsession.p3","subsession.state_independent","subsession.state_a","subsession.state_b","subsession.salient_payoff","subsession.final_selected_round","subsession.num_rounds","session.code","session.label","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","subsession.asset_type"
"50",2,"ja1kh7s3","leeps_3",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:39.854936+00:00",1,NA,NA,11650,3,NA,1415,"{'A': 1, 'B': 0}","{'A': 0, 'B': 0}",1315,1315,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"51",3,"83manlr6","leeps_1",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:43.789261+00:00",1,NA,NA,11276,1,NA,1385,"{'A': 4, 'B': 4}","{'A': 4, 'B': 4}",585,250,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"52",4,"ljjipv4s","leeps_7",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:45.072481+00:00",1,NA,NA,11530,5,NA,1404,"{'A': 6, 'B': 0}","{'A': 4, 'B': 0}",804,604,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"53",5,"w4r6zk3w","leeps_5",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:50.678216+00:00",1,NA,NA,11025,8,NA,1386,"{'A': 3, 'B': 3}","{'A': 3, 'B': 2}",786,696,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"54",6,"i8aoxvpo","leeps_4",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:54.679748+00:00",1,NA,NA,11030,7,NA,1400,"{'A': 1, 'B': 1}","{'A': 0, 'B': 0}",1200,938,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"55",7,"7r1iuu2s","leeps_6",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:59.606920+00:00",1,NA,NA,10544,6,NA,1393,"{'A': 0, 'B': 1}","{'A': 0, 'B': 0}",1293,1193,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"56",8,"x8nr6xqz","leeps_8",0,48,600,"salience_market","FinalResults","2022-08-31 02:01:45.222358+00:00",1,NA,NA,11443,2,NA,1408,"{'A': 1, 'B': 5}","{'A': 1, 'B': 5}",808,708,1,"2022-08-31 02:32:20.723931+00:00",7,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,2,2,0,-1,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"57",1,"9yz398oh","leeps_2",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:39.514315+00:00",1,NA,NA,11102,1,NA,1425,"{'A': 1, 'B': 2}","{'A': 1, 'B': 1}",1105,1105,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"58",2,"ja1kh7s3","leeps_3",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:39.854936+00:00",1,NA,NA,11650,3,NA,1404,"{'A': 1, 'B': 0}","{'A': 1, 'B': 0}",1324,1324,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"59",3,"83manlr6","leeps_1",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:43.789261+00:00",1,NA,NA,11276,5,NA,1395,"{'A': 3, 'B': 4}","{'A': 3, 'B': 4}",675,360,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"60",4,"ljjipv4s","leeps_7",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:45.072481+00:00",1,NA,NA,11530,8,NA,1393,"{'A': 3, 'B': 3}","{'A': 2, 'B': 2}",793,516,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"61",5,"w4r6zk3w","leeps_5",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:50.678216+00:00",1,NA,NA,11025,4,NA,1383,"{'A': 3, 'B': 3}","{'A': 3, 'B': 2}",783,683,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"62",6,"i8aoxvpo","leeps_4",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:54.679748+00:00",1,NA,NA,11030,6,NA,1410,"{'A': 1, 'B': 1}","{'A': 0, 'B': 0}",1210,910,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"63",7,"7r1iuu2s","leeps_6",0,48,600,"salience_market","FinalResults","2022-08-31 02:00:59.606920+00:00",1,NA,NA,10544,2,NA,1370,"{'A': 2, 'B': 0}","{'A': 1, 'B': 0}",1210,1005,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"64",8,"x8nr6xqz","leeps_8",0,48,600,"salience_market","FinalResults","2022-08-31 02:01:45.222358+00:00",1,NA,NA,11443,7,NA,1420,"{'A': 2, 'B': 3}","{'A': 1, 'B': 3}",900,800,1,"2022-08-31 02:36:33.519179+00:00",8,240,2,3,"2 2",1000,0,100,80,20,0.1,0.5,0.4,0,3,3,0,2,8,"1iefx832",NA,NA,NA,NA,0,"A and B"
"65",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,5,NA,1759,"{'A': 4, 'B': 0}","{'A': 3, 'B': 0}",1039,912,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"66",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,1,NA,1170,"{'A': 1, 'B': 4}","{'A': 0, 'B': 4}",910,910,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"67",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,7,NA,1420,"{'A': 1, 'B': 1}","{'A': 1, 'B': 1}",1220,1170,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"68",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,2,NA,1515,"{'A': 2, 'B': 0}","{'A': 2, 'B': 0}",1155,1046,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"69",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,4,NA,1445,"{'A': 3, 'B': 3}","{'A': 3, 'B': 3}",845,845,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"70",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,8,NA,1330,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",910,860,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"71",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,6,NA,986,"{'A': 0, 'B': 4}","{'A': 0, 'B': 4}",906,906,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"72",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,3,NA,1575,"{'A': 3, 'B': 1}","{'A': 2, 'B': 1}",1015,895,1,"2022-09-03 02:07:50.782389+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"73",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,2,NA,1297,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1297,1237,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"74",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,8,NA,1460,"{'A': 1, 'B': 3}","{'A': 1, 'B': 2}",1020,840,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"75",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,7,NA,1405,"{'A': 3, 'B': 2}","{'A': 3, 'B': 1}",925,875,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"76",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,3,NA,1255,"{'A': 2, 'B': 0}","{'A': 2, 'B': 0}",1095,1040,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"77",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,1,NA,1465,"{'A': 3, 'B': 3}","{'A': 2, 'B': 1}",865,675,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"78",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,6,NA,1378,"{'A': 2, 'B': 1}","{'A': 1, 'B': 1}",1098,1038,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"79",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,5,NA,1445,"{'A': 3, 'B': 4}","{'A': 3, 'B': 4}",725,675,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"80",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,4,NA,1495,"{'A': 2, 'B': 3}","{'A': 2, 'B': 2}",975,920,1,"2022-09-03 02:12:13.179103+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"81",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,3,NA,1310,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1310,1212,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"82",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,1,NA,1450,"{'A': 3, 'B': 3}","{'A': 3, 'B': 2}",850,849,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"83",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,8,NA,1505,"{'A': 3, 'B': 2}","{'A': 3, 'B': 1}",925,875,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"84",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,7,NA,1310,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1310,1170,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"85",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,4,NA,1585,"{'A': 3, 'B': 2}","{'A': 2, 'B': 2}",1005,655,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"86",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,2,NA,1500,"{'A': 3, 'B': 2}","{'A': 2, 'B': 1}",920,845,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"87",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,5,NA,1090,"{'A': 2, 'B': 6}","{'A': 2, 'B': 6}",610,610,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"88",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,6,NA,1450,"{'A': 2, 'B': 1}","{'A': 1, 'B': 1}",1070,1025,1,"2022-09-03 02:16:35.345735+00:00",3,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"89",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,8,NA,1288,"{'A': 4, 'B': 0}","{'A': 3, 'B': 0}",968,781,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"90",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,2,NA,1420,"{'A': 2, 'B': 2}","{'A': 1, 'B': 2}",1020,1020,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"91",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,3,NA,1400,"{'A': 2, 'B': 2}","{'A': 2, 'B': 1}",1000,871,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"92",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,6,NA,1357,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1357,1357,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"93",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,5,NA,1450,"{'A': 0, 'B': 2}","{'A': 0, 'B': 0}",1210,780,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"94",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,1,NA,1355,"{'A': 3, 'B': 2}","{'A': 3, 'B': 2}",875,795,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"95",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,7,NA,1520,"{'A': 4, 'B': 7}","{'A': 4, 'B': 7}",360,360,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"96",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,4,NA,1410,"{'A': 1, 'B': 1}","{'A': 1, 'B': 0}",1210,1210,1,"2022-09-03 02:20:58.269911+00:00",4,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"97",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,4,NA,1358,"{'A': 2, 'B': 1}","{'A': 1, 'B': 1}",1078,1078,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"98",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,2,NA,1375,"{'A': 2, 'B': 1}","{'A': 2, 'B': 1}",1095,990,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"99",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,3,NA,1405,"{'A': 3, 'B': 2}","{'A': 3, 'B': 1}",925,925,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"100",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,6,NA,1307,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1307,1157,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"101",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,1,NA,1555,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1315,810,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"102",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,8,NA,1430,"{'A': 1, 'B': 2}","{'A': 1, 'B': 2}",1110,1110,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"103",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,7,NA,1418,"{'A': 6, 'B': 7}","{'A': 6, 'B': 7}",98,98,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
