"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._current_page_name","participant.time_started","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.role","player.payoff","player.settled_assets","player.available_assets","player.settled_cash","player.available_cash","group.id_in_subsession","group.ran_ready_function","subsession.round_number","subsession.period_length","subsession.num_assets","subsession.num_states","subsession.asset_endowments","subsession.cash_endowment","subsession.practice","subsession.x","subsession.G","subsession.L","subsession.p1","subsession.p2","subsession.p3","subsession.state_independent","subsession.state_a","subsession.state_b","subsession.salient_payoff","subsession.final_selected_round","subsession.num_rounds","session.code","session.label","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","subsession.asset_type"
"104",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,5,NA,1352,"{'A': 2, 'B': 1}","{'A': 1, 'B': 0}",1072,1072,1,"2022-09-03 02:25:32.968380+00:00",5,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"105",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,8,NA,1383,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1383,1328,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"106",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,7,NA,1395,"{'A': 3, 'B': 2}","{'A': 3, 'B': 2}",915,915,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"107",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,5,NA,1400,"{'A': 2, 'B': 2}","{'A': 2, 'B': 1}",1000,925,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"108",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,3,NA,1303,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1303,1138,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"109",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,1,NA,1505,"{'A': 1, 'B': 1}","{'A': 0, 'B': 0}",1305,875,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"110",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,6,NA,1370,"{'A': 3, 'B': 1}","{'A': 2, 'B': 1}",1010,905,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"111",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,2,NA,1462,"{'A': 5, 'B': 8}","{'A': 5, 'B': 8}",102,102,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"112",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,4,NA,1382,"{'A': 2, 'B': 2}","{'A': 1, 'B': 1}",982,982,1,"2022-09-03 02:29:53.182423+00:00",6,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"113",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,2,NA,1369,"{'A': 1, 'B': 0}","{'A': 0, 'B': 0}",1289,1179,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"114",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,3,NA,1425,"{'A': 2, 'B': 2}","{'A': 2, 'B': 1}",1025,1025,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"115",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,5,NA,1400,"{'A': 2, 'B': 2}","{'A': 2, 'B': 1}",1000,925,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"116",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,4,NA,1331,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1331,1236,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"117",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,6,NA,1505,"{'A': 1, 'B': 2}","{'A': 0, 'B': 2}",1185,123,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"118",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,7,NA,1425,"{'A': 2, 'B': 2}","{'A': 1, 'B': 1}",1025,1025,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"119",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,1,NA,1380,"{'A': 6, 'B': 7}","{'A': 6, 'B': 7}",60,60,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"120",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,8,NA,1365,"{'A': 2, 'B': 1}","{'A': 1, 'B': 0}",1085,925,1,"2022-09-03 02:34:16.445296+00:00",7,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"121",1,"y0toi78l","leeps_6",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:08.849080+00:00",1,NA,NA,11132,2,NA,1368,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1368,1368,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"122",2,"bixvhvud","leeps_8",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:12.096038+00:00",1,NA,NA,11060,1,NA,1365,"{'A': 4, 'B': 2}","{'A': 2, 'B': 2}",805,725,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"123",3,"xhmofnk9","leeps_7",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:17.037553+00:00",1,NA,NA,11335,7,NA,1400,"{'A': 2, 'B': 2}","{'A': 2, 'B': 1}",1000,925,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"124",4,"r0fkpe3n","leeps_1",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:25.201581+00:00",1,NA,NA,10698,3,NA,1320,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1320,1134,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"125",5,"62nui3lo","leeps_2",0,48,600,"salience_market","FinalResults","2022-09-03 01:59:44.615647+00:00",1,NA,NA,12024,8,NA,1514,"{'A': 0, 'B': 2}","{'A': 0, 'B': 0}",1274,183,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"126",6,"1mmds1y8","leeps_5",0,48,600,"salience_market","FinalResults","2022-09-03 02:01:51.176754+00:00",1,NA,NA,11188,6,NA,1400,"{'A': 1, 'B': 1}","{'A': 1, 'B': 1}",1200,1200,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"127",7,"l0a5c6pi","leeps_4",0,48,600,"salience_market","FinalResults","2022-09-03 02:02:25.776860+00:00",1,NA,NA,10789,4,NA,1488,"{'A': 5, 'B': 9}","{'A': 5, 'B': 9}",8,8,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"128",8,"7lt45fmp","leeps_3",0,48,600,"salience_market","FinalResults","2022-09-03 02:06:05.093246+00:00",1,NA,NA,11374,5,NA,1345,"{'A': 4, 'B': 0}","{'A': 3, 'B': 0}",1025,925,1,"2022-09-03 02:38:41.907513+00:00",8,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,5,8,"dohz8amv",NA,NA,NA,NA,0,"A and B"
"129",1,"m9ut51re","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:27.569897+00:00",1,NA,NA,10133,3,NA,1531,"{'A': 1, 'B': 0}","{'A': 1, 'B': 0}",1351,1167,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"130",2,"6xmbi1s0","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:33.110512+00:00",1,NA,NA,11985,5,NA,1610,"{'A': 2, 'B': 0}","{'A': 0, 'B': 0}",1250,1150,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"131",3,"g3qysc84","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:53.164703+00:00",1,NA,NA,11161,7,NA,1720,"{'A': 4, 'B': 0}","{'A': 4, 'B': 0}",1000,664,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"132",4,"oib9lssj","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:03.429703+00:00",1,NA,NA,9899,4,NA,1850,"{'A': 6, 'B': 0}","{'A': 1, 'B': 0}",770,535,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"133",5,"uci0pssa","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:34.847293+00:00",1,NA,NA,12796,2,NA,1929,"{'A': 8, 'B': 0}","{'A': 4, 'B': 0}",489,233,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"134",6,"23rhtx06","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:56.974669+00:00",1,NA,NA,11301,8,NA,1720,"{'A': 4, 'B': 0}","{'A': 3, 'B': 0}",1000,1000,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"135",7,"zq0k8g81","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-18 02:11:19.880501+00:00",1,NA,NA,10927,6,NA,1720,"{'A': 4, 'B': 0}","{'A': 4, 'B': 0}",1000,2,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"136",8,"de09607i","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-18 02:11:42.165909+00:00",1,NA,NA,11398,1,NA,1680,"{'A': 3, 'B': 0}","{'A': 2, 'B': 0}",1140,835,1,"2022-10-18 02:12:24.656030+00:00",1,240,2,2,"4 0",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"137",1,"m9ut51re","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:27.569897+00:00",1,NA,NA,10133,6,NA,490,"{'A': 0, 'B': 10}","{'A': 0, 'B': 9}",290,290,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"138",2,"6xmbi1s0","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:33.110512+00:00",1,NA,NA,11985,1,NA,1460,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1460,1280,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"139",3,"g3qysc84","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:53.164703+00:00",1,NA,NA,11161,8,NA,1080,"{'A': 0, 'B': 4}","{'A': 0, 'B': 4}",1000,839,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"140",4,"oib9lssj","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:03.429703+00:00",1,NA,NA,9899,4,NA,456,"{'A': 0, 'B': 10}","{'A': 0, 'B': 7}",256,256,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"141",5,"uci0pssa","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:34.847293+00:00",1,NA,NA,12796,7,NA,1465,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1465,1375,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"142",6,"23rhtx06","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:56.974669+00:00",1,NA,NA,11301,3,NA,1364,"{'A': 0, 'B': 1}","{'A': 0, 'B': 0}",1344,1344,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"143",7,"zq0k8g81","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-18 02:11:19.880501+00:00",1,NA,NA,10927,2,NA,910,"{'A': 0, 'B': 6}","{'A': 0, 'B': 0}",790,703,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"144",8,"de09607i","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-18 02:11:42.165909+00:00",1,NA,NA,11398,5,NA,1415,"{'A': 0, 'B': 1}","{'A': 0, 'B': 0}",1395,1235,1,"2022-10-18 02:16:47.858999+00:00",2,240,2,2,"0 4",1000,1,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"145",1,"m9ut51re","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:27.569897+00:00",1,NA,NA,10133,4,NA,895,"{'A': 0, 'B': 6}","{'A': 0, 'B': 5}",775,775,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"146",2,"6xmbi1s0","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:33.110512+00:00",1,NA,NA,11985,5,NA,1500,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1500,1060,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"147",3,"g3qysc84","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:53.164703+00:00",1,NA,NA,11161,8,NA,1080,"{'A': 0, 'B': 4}","{'A': 0, 'B': 4}",1000,823,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"148",4,"oib9lssj","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:03.429703+00:00",1,NA,NA,9899,6,NA,811,"{'A': 0, 'B': 7}","{'A': 0, 'B': 4}",671,671,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"149",5,"uci0pssa","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:34.847293+00:00",1,NA,NA,12796,2,NA,1375,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1375,1375,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"150",6,"23rhtx06","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:56.974669+00:00",1,NA,NA,11301,3,NA,753,"{'A': 0, 'B': 8}","{'A': 0, 'B': 8}",593,38,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"151",7,"zq0k8g81","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-18 02:11:19.880501+00:00",1,NA,NA,10927,7,NA,991,"{'A': 0, 'B': 5}","{'A': 0, 'B': 0}",891,546,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"152",8,"de09607i","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-18 02:11:42.165909+00:00",1,NA,NA,11398,1,NA,1235,"{'A': 0, 'B': 2}","{'A': 0, 'B': 0}",1195,1195,1,"2022-10-18 02:21:11.477533+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,1,1,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only B"
"153",1,"m9ut51re","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:27.569897+00:00",1,NA,NA,10133,8,NA,996,"{'A': 10, 'B': 0}","{'A': 4, 'B': 0}",196,196,1,"2022-10-18 02:25:34.198939+00:00",4,240,2,2,"4 0",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"154",2,"6xmbi1s0","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:33.110512+00:00",1,NA,NA,11985,1,NA,1480,"{'A': 1, 'B': 0}","{'A': 0, 'B': 0}",1400,1100,1,"2022-10-18 02:25:34.198939+00:00",4,240,2,2,"4 0",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"155",3,"g3qysc84","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-18 02:09:53.164703+00:00",1,NA,NA,11161,7,NA,1320,"{'A': 4, 'B': 0}","{'A': 2, 'B': 0}",1000,898,1,"2022-10-18 02:25:34.198939+00:00",4,240,2,2,"4 0",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"156",4,"oib9lssj","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:03.429703+00:00",1,NA,NA,9899,6,NA,1132,"{'A': 8, 'B': 0}","{'A': 6, 'B': 0}",492,492,1,"2022-10-18 02:25:34.198939+00:00",4,240,2,2,"4 0",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
"157",5,"uci0pssa","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-18 02:10:34.847293+00:00",1,NA,NA,12796,5,NA,1402,"{'A': 2, 'B': 0}","{'A': 0, 'B': 0}",1242,1242,1,"2022-10-18 02:25:34.198939+00:00",4,240,2,2,"4 0",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"hpztpj4r",NA,NA,NA,NA,0,"only A"
