"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._current_page_name","participant.time_started","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.role","player.payoff","player.settled_assets","player.available_assets","player.settled_cash","player.available_cash","group.id_in_subsession","group.ran_ready_function","subsession.round_number","subsession.period_length","subsession.num_assets","subsession.num_states","subsession.asset_endowments","subsession.cash_endowment","subsession.practice","subsession.x","subsession.G","subsession.L","subsession.p1","subsession.p2","subsession.p3","subsession.state_independent","subsession.state_a","subsession.state_b","subsession.salient_payoff","subsession.final_selected_round","subsession.num_rounds","session.code","session.label","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","subsession.asset_type"
"212",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,4,NA,1431,"{'A': 0, 'B': 2}","{'A': 0, 'B': 0}",1191,1191,1,"2022-10-25 02:21:44.231033+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"213",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,7,NA,1460,"{'A': 0, 'B': 3}","{'A': 0, 'B': 2}",1100,1025,1,"2022-10-25 02:21:44.231033+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"214",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,8,NA,1630,"{'A': 0, 'B': 11}","{'A': 0, 'B': 10}",310,260,1,"2022-10-25 02:21:44.231033+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"215",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,2,NA,1460,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1100,1002,1,"2022-10-25 02:21:44.231033+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"216",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,6,NA,1539,"{'A': 0, 'B': 6}","{'A': 0, 'B': 6}",819,819,1,"2022-10-25 02:21:44.231033+00:00",3,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"217",1,"g8h9zx8w","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:27.832958+00:00",1,NA,NA,11721,1,NA,1455,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1215,922,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"218",2,"txuh2fp3","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:32.077568+00:00",1,NA,NA,11458,3,NA,1446,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1446,1446,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"219",3,"g8u7untb","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:37.559585+00:00",1,NA,NA,11594,4,NA,1450,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1450,11,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"220",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,8,NA,1404,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1404,1303,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"221",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,7,NA,1498,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",898,528,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"222",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,6,NA,1563,"{'A': 0, 'B': 11}","{'A': 0, 'B': 11}",243,103,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"223",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,5,NA,1450,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1210,1111,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"224",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,2,NA,1574,"{'A': 0, 'B': 12}","{'A': 0, 'B': 9}",134,134,1,"2022-10-25 02:26:04.770991+00:00",4,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"225",1,"g8h9zx8w","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:27.832958+00:00",1,NA,NA,11721,6,NA,1450,"{'A': 0, 'B': 2}","{'A': 0, 'B': 1}",1210,798,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"226",2,"txuh2fp3","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:32.077568+00:00",1,NA,NA,11458,4,NA,1437,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1437,1328,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"227",3,"g8u7untb","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:37.559585+00:00",1,NA,NA,11594,5,NA,1428,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1428,1108,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"228",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,2,NA,1423,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1423,1423,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"229",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,7,NA,1505,"{'A': 0, 'B': 6}","{'A': 0, 'B': 6}",785,725,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"230",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,1,NA,1595,"{'A': 0, 'B': 13}","{'A': 0, 'B': 9}",35,35,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"231",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,8,NA,1453,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1213,1213,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"232",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,3,NA,1549,"{'A': 0, 'B': 9}","{'A': 0, 'B': 9}",469,257,1,"2022-10-25 02:30:24.271152+00:00",5,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"233",1,"g8h9zx8w","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:27.832958+00:00",1,NA,NA,11721,6,NA,1474,"{'A': 0, 'B': 3}","{'A': 0, 'B': 0}",1114,799,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"234",2,"txuh2fp3","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:32.077568+00:00",1,NA,NA,11458,2,NA,1440,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1440,1119,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"235",3,"g8u7untb","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:37.559585+00:00",1,NA,NA,11594,1,NA,1440,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1440,1223,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"236",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,8,NA,1443,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1443,1443,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"237",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,3,NA,1504,"{'A': 0, 'B': 7}","{'A': 0, 'B': 7}",664,614,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"238",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,5,NA,1523,"{'A': 0, 'B': 10}","{'A': 0, 'B': 7}",323,123,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"239",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,7,NA,1462,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1222,1114,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"240",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,4,NA,1554,"{'A': 0, 'B': 10}","{'A': 0, 'B': 10}",354,354,1,"2022-10-25 02:34:45.428779+00:00",6,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"241",1,"g8h9zx8w","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:27.832958+00:00",1,NA,NA,11721,1,NA,1470,"{'A': 0, 'B': 3}","{'A': 0, 'B': 0}",1110,470,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"242",2,"txuh2fp3","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:32.077568+00:00",1,NA,NA,11458,8,NA,1446,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1446,1005,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"243",3,"g8u7untb","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:37.559585+00:00",1,NA,NA,11594,3,NA,1444,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1444,292,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"244",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,2,NA,1460,"{'A': 0, 'B': 1}","{'A': 0, 'B': 0}",1340,1340,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"245",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,7,NA,1510,"{'A': 0, 'B': 8}","{'A': 0, 'B': 8}",550,431,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"246",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,5,NA,1548,"{'A': 0, 'B': 12}","{'A': 0, 'B': 9}",108,108,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"247",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,4,NA,1473,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1113,890,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"248",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,6,NA,1489,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",889,889,1,"2022-10-25 02:39:08.133306+00:00",7,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,-1,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"249",1,"g8h9zx8w","leeps_1",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:27.832958+00:00",1,NA,NA,11721,1,NA,1519,"{'A': 0, 'B': 10}","{'A': 0, 'B': 8}",319,88,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"250",2,"txuh2fp3","leeps_3",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:32.077568+00:00",1,NA,NA,11458,2,NA,1449,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1449,1009,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"251",3,"g8u7untb","leeps_4",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:37.559585+00:00",1,NA,NA,11594,4,NA,1448,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1448,1287,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"252",4,"ob0inpdo","leeps_6",0,48,600,"salience_market","FinalResults","2022-10-25 02:00:42.551931+00:00",1,NA,NA,11579,7,NA,1458,"{'A': 0, 'B': 0}","{'A': 0, 'B': 0}",1458,1458,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"253",5,"0qb53zxz","leeps_2",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.466214+00:00",1,NA,NA,11904,5,NA,1486,"{'A': 0, 'B': 5}","{'A': 0, 'B': 5}",886,861,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"254",6,"msddi0zb","leeps_5",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:02.875150+00:00",1,NA,NA,12560,3,NA,1521,"{'A': 0, 'B': 10}","{'A': 0, 'B': 10}",324,95,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"255",7,"xv7fbzlt","leeps_7",0,48,600,"salience_market","FinalResults","2022-10-25 02:01:42.838392+00:00",1,NA,NA,11694,6,NA,1474,"{'A': 0, 'B': 3}","{'A': 0, 'B': 3}",1114,1002,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"256",8,"pdn7tzjz","leeps_8",0,48,600,"salience_market","FinalResults","2022-10-25 02:02:21.637288+00:00",1,NA,NA,12207,8,NA,1482,"{'A': 0, 'B': 4}","{'A': 0, 'B': 4}",1002,1002,1,"2022-10-25 02:43:30.466643+00:00",8,240,2,2,"0 4",1000,0,100,80,20,0.2,0,0.8,0,3,3,0,6,8,"iyox743l",NA,NA,NA,NA,0,"only B"
"257",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,6,NA,370,"{'A': 3, 'B': 3}","{'A': 3, 'B': 2}",770,770,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"258",2,"b61298uv","leeps_3",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:25.402140+00:00",1,NA,NA,3207,2,NA,385,"{'A': 2, 'B': 1}","{'A': 0, 'B': 1}",1105,595,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"259",3,"hkr4rgc6","leeps_8",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:29.507395+00:00",1,NA,NA,2806,3,NA,395,"{'A': 2, 'B': 2}","{'A': 1, 'B': 2}",995,995,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"260",4,"ldtlokf9","leeps_5",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:37.012587+00:00",1,NA,NA,3100,1,NA,410,"{'A': 3, 'B': 0}","{'A': 2, 'B': 0}",1170,1098,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"261",5,"qnc9x73a","leeps_7",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:39.188508+00:00",1,NA,NA,3172,8,NA,380,"{'A': 2, 'B': 0}","{'A': 2, 'B': 0}",1220,1060,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"262",6,"bz0vbobq","leeps_2",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:43.027929+00:00",1,NA,NA,3092,7,NA,400,"{'A': 2, 'B': 3}","{'A': 2, 'B': 3}",880,760,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"263",7,"jzpxh7ww","leeps_6",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:58.719048+00:00",1,NA,NA,3419,4,NA,500,"{'A': 0, 'B': 2}","{'A': 0, 'B': 2}",1260,1240,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"264",8,"zfa5wrck","leeps_4",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:59.517745+00:00",1,NA,NA,2513,5,NA,360,"{'A': 2, 'B': 5}","{'A': 2, 'B': 5}",600,395,1,"2022-11-04 02:14:25.040682+00:00",1,240,2,2,"2 2",1000,1,100,80,20,0.2,0,0.8,1,3,3,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
"265",1,"6wf6kvye","leeps_1",0,48,600,"salience_market","FinalResults","2022-11-04 02:13:13.215372+00:00",1,NA,NA,2691,4,NA,-85,"{'A': 3, 'B': 5}","{'A': 3, 'B': 5}",575,575,1,"2022-11-04 02:18:48.352129+00:00",2,240,2,2,"2 2",1000,0,100,80,20,0.2,0,0.8,1,3,1,0,-1,8,"dn9wupui",NA,NA,NA,NA,0,"A and B"
